university,landing_page,domain,query_used,title,policy_url,method,domain_restricted
New York University,https://www.nyu.edu/,nyu.edu,site:nyu.edu New York University AI academic integrity,Enhancing Teaching and Learning with Generative AI,https://steinhardt.nyu.edu/faculty-and-staff/academic-affairs/steinhardt-ai-hub/enhancing-teaching-and-learning-generative-ai,exa,True
New York University,https://www.nyu.edu/,nyu.edu,site:nyu.edu New York University AI academic integrity,,https://steinhardt.nyu.edu/faculty-and-staff/institutional-effectiveness/course-and-program-proposals/guidelines-creating-new,exa,True
New York University,https://www.nyu.edu/,nyu.edu,site:nyu.edu New York University AI academic integrity,Academic Policies for Tandon Graduate Students | NYU Bulletins,https://bulletins.nyu.edu/graduate/engineering/academic-policies/,exa,True
New York University,https://www.nyu.edu/,nyu.edu,site:nyu.edu New York University AI academic integrity,Undergraduate Academic Requirements and Policies,http://bulletin.engineering.nyu.edu/content.php?catoid=16&navoid=1298,exa,True
New York University,https://www.nyu.edu/,nyu.edu,site:nyu.edu New York University AI academic integrity,Policy & Rules,https://cs.nyu.edu/home/phd/policy.html,exa,True
New York University,https://www.nyu.edu/,nyu.edu,site:nyu.edu New York University academic integrity,Academic Integrity,https://cas.nyu.edu/academic-integrity.html,exa,True
New York University,https://www.nyu.edu/,nyu.edu,site:nyu.edu New York University academic integrity,Academic Policies,https://bulletins.nyu.edu/undergraduate/professional-studies/academic-policies/,exa,True
New York University,https://www.nyu.edu/,nyu.edu,site:nyu.edu New York University academic integrity,Academic Code: Student Disciplinary Procedures,https://wagner.nyu.edu/portal/students/policies/code,exa,True
New York University,https://www.nyu.edu/,nyu.edu,site:nyu.edu New York University academic integrity,University Student Conduct Policy,https://www.nyu.edu/about/policies-guidelines-compliance/policies-and-guidelines/university-student-conduct-policy.html,exa,True
New York University,https://www.nyu.edu/,nyu.edu,site:nyu.edu New York University academic integrity,Student Conduct Procedures,https://www.nyu.edu/students/student-information-and-resources/student-community-standards/studentconductprocedures.html,exa,True
New York University,https://www.nyu.edu/,nyu.edu,site:nyu.edu New York University academic integrity,Statement By NYU Spokesperson John Beckman,https://www.nyu.edu/about/news-publications/news/2025/may/statement-by-nyu-spokesperson-john-beckman.html,exa,True
New York University,https://www.nyu.edu/,nyu.edu,site:nyu.edu New York University academic integrity,College of Arts & Science Rules and Procedures,https://as.nyu.edu/administrative-resources/misc/committee-on-student-discipline/cas-rules-and-procedures.html,exa,True
New York University,https://www.nyu.edu/,nyu.edu,site:nyu.edu New York University academic integrity,,https://bulletins.nyu.edu/graduate/arts/academic-policies/academic-policies.pdf,exa,True
New York University,https://www.nyu.edu/,nyu.edu,site:nyu.edu New York University academic integrity,,https://bulletins.nyu.edu/undergraduate/professional-studies/academic-policies/academic-policies.pdf,exa,True
New York University,https://www.nyu.edu/,nyu.edu,site:nyu.edu New York University academic integrity,Academic Integrity Guide,https://liberalstudies.nyu.edu/academics/academic-integrity-guide.html,exa,True
New York University,https://www.nyu.edu/,nyu.edu,site:nyu.edu New York University academic integrity,Factbook and Common Data Sets,https://www.nyu.edu/employees/resources-and-services/administrative-services/institutional-research/self-service-reporting-resources/factbook.html,exa,True
New York University,https://www.nyu.edu/,nyu.edu,site:nyu.edu New York University academic integrity,Enrollment and Graduation Statistics,https://bulletins.nyu.edu/nyu/enrollment-graduation-statistics/enrollment-graduation-statistics.pdf,exa,True
New York University,https://www.nyu.edu/,nyu.edu,site:nyu.edu New York University academic integrity,,https://www.nyu.edu/content/dam/nyu/campusSafety/documents/NYU-NEWYORK-ASR-24.pdf,exa,True
